8 51 2906.62 186.875 33.625
16 295.125 2720.12 90.125 63
32 3077.62 3462.5 197.125 167.875
64 11786.2 8351.62 398.625 359.875
128 171494 60510.2 7266.38 3958.75
256 378330 57088.9 3151 2818.12
512 1.29627e+06 359144 6592.88 8821.88
