32 1 7490
32 1 2335
32 1 4239
32 1 4217
32 1 3032
32 1 6276
32 1 4221
32 1 3100
32 1 5195
32 1 6275
32 1 6284
32 1 6288
32 1 6359
32 1 6444
32 1 6249
32 1 6245
32 1 6218
32 1 4676
32 1 2264
32 1 2519
32 1 2536
32 1 6192
32 1 16167
32 1 4753
32 1 6268
32 1 7143
32 1 5446
32 1 8654
32 1 6970
32 1 7249
32 2 10134
32 2 6510
32 2 5685
32 2 5559
32 2 5535
32 2 5895
32 2 4024
32 2 1583
32 2 889
32 2 869
32 2 768
32 2 757
32 2 816
32 2 751
32 2 750
32 2 811
32 2 714
32 2 728
32 2 806
32 2 746
32 2 772
32 2 826
32 2 740
32 2 929
32 2 777
32 2 746
32 2 764
32 2 787
32 2 796
32 2 747
32 3 819
32 3 768
32 3 837
32 3 717
32 3 651
32 3 656
32 3 753
32 3 807
32 3 654
32 3 1049
32 3 783
32 3 744
32 3 660
32 3 659
32 3 748
32 3 725
32 3 645
32 3 639
32 3 644
32 3 1063
32 3 703
32 3 662
32 3 696
32 3 850
32 3 646
32 3 683
32 3 667
32 3 699
32 3 645
32 3 641
32 4 1073
32 4 1002
32 4 952
32 4 915
32 4 1014
32 4 955
32 4 947
32 4 939
32 4 920
32 4 934
32 4 929
32 4 914
32 4 1067
32 4 946
32 4 860
32 4 948
32 4 906
32 4 975
32 4 927
32 4 962
32 4 958
32 4 912
32 4 792
32 4 1016
32 4 916
32 4 943
32 4 917
32 4 892
32 4 961
32 4 925
64 1 8218
64 1 8007
64 1 7982
64 1 8049
64 1 8065
64 1 7995
64 1 7991
64 1 8060
64 1 7945
64 1 8072
64 1 8190
64 1 8311
64 1 9128
64 1 7990
64 1 8072
64 1 8066
64 1 8125
64 1 8544
64 1 8058
64 1 8003
64 1 8024
64 1 7965
64 1 8154
64 1 8561
64 1 8884
64 1 8814
64 1 8464
64 1 8586
64 1 8509
64 1 8607
64 2 5853
64 2 4740
64 2 6108
64 2 4560
64 2 6616
64 2 5940
64 2 4363
64 2 4923
64 2 4727
64 2 4426
64 2 5325
64 2 5351
64 2 4308
64 2 6631
64 2 4776
64 2 5051
64 2 5062
64 2 8250
64 2 5363
64 2 5058
64 2 4566
64 2 4559
64 2 4478
64 2 4580
64 2 6684
64 2 5099
64 2 4681
64 2 4635
64 2 4591
64 2 4499
64 3 3678
64 3 3364
64 3 3243
64 3 3184
64 3 3224
64 3 3220
64 3 4584
64 3 3192
64 3 3259
64 3 3331
64 3 7345
64 3 4134
64 3 3461
64 3 3261
64 3 3266
64 3 4619
64 3 3215
64 3 3306
64 3 5677
64 3 5882
64 3 5421
64 3 4597
64 3 7276
64 3 3422
64 3 3836
64 3 3420
64 3 3435
64 3 3203
64 3 4789
64 3 5068
64 4 4318
64 4 4560
64 4 4444
64 4 4203
64 4 3834
64 4 5689
64 4 5717
64 4 4223
64 4 5672
64 4 3932
64 4 3874
64 4 5961
64 4 5764
64 4 5732
64 4 6028
64 4 5698
64 4 5907
64 4 3932
64 4 6173
64 4 4738
64 4 8640
64 4 4798
64 4 4678
64 4 5935
64 4 6038
64 4 5996
64 4 6073
64 4 5825
64 4 5660
64 4 6052
128 1 69105
128 1 65515
128 1 68880
128 1 64831
128 1 69972
128 1 88492
128 1 77017
128 1 75702
128 1 76590
128 1 72131
128 1 75944
128 1 73511
128 1 91645
128 1 74541
128 1 73346
128 1 73157
128 1 67365
128 1 64860
128 1 64815
128 1 65001
128 1 62819
128 1 62481
128 1 55985
128 1 25278
128 1 36350
128 1 18223
128 1 17662
128 1 18231
128 1 18449
128 1 18436
128 2 9675
128 2 9447
128 2 9389
128 2 9431
128 2 9816
128 2 11411
128 2 9669
128 2 11377
128 2 11053
128 2 10398
128 2 9570
128 2 10777
128 2 9989
128 2 9538
128 2 10444
128 2 10088
128 2 11393
128 2 11461
128 2 10558
128 2 9366
128 2 9597
128 2 9798
128 2 9529
128 2 9828
128 2 10627
128 2 9402
128 2 9493
128 2 9592
128 2 10091
128 2 9977
128 3 6949
128 3 6647
128 3 6492
128 3 6524
128 3 7203
128 3 6646
128 3 7755
128 3 6607
128 3 17072
128 3 9691
128 3 7123
128 3 8552
128 3 8006
128 3 6553
128 3 6893
128 3 8696
128 3 6516
128 3 7539
128 3 6743
128 3 7152
128 3 6642
128 3 9092
128 3 6697
128 3 7069
128 3 6569
128 3 7254
128 3 6776
128 3 7116
128 3 7700
128 3 6885
128 4 12608
128 4 12709
128 4 5580
128 4 5185
128 4 5117
128 4 5358
128 4 5141
128 4 5105
128 4 5539
128 4 5113
128 4 5258
128 4 5287
128 4 5135
128 4 7154
128 4 13340
128 4 12674
128 4 5514
128 4 5078
128 4 5003
128 4 5954
128 4 5395
128 4 5122
128 4 5055
128 4 5036
128 4 5180
128 4 9732
128 4 6785
128 4 6419
128 4 5322
128 4 5269
256 1 145220
256 1 141872
256 1 137112
256 1 139974
256 1 138595
256 1 135176
256 1 140441
256 1 140224
256 1 136369
256 1 137007
256 1 139930
256 1 139667
256 1 138184
256 1 137198
256 1 140013
256 1 138618
256 1 136970
256 1 137421
256 1 143902
256 1 137160
256 1 138855
256 1 139593
256 1 138740
256 1 139708
256 1 136461
256 1 139469
256 1 136714
256 1 138950
256 1 141292
256 1 136114
256 2 73224
256 2 70230
256 2 71979
256 2 71482
256 2 73372
256 2 70142
256 2 70503
256 2 70503
256 2 71702
256 2 70737
256 2 73946
256 2 73874
256 2 74288
256 2 70652
256 2 70611
256 2 71050
256 2 70672
256 2 73286
256 2 71307
256 2 71462
256 2 72215
256 2 70052
256 2 70082
256 2 71353
256 2 74527
256 2 70669
256 2 71578
256 2 72348
256 2 74543
256 2 70264
256 3 50282
256 3 56328
256 3 60602
256 3 50781
256 3 52710
256 3 50514
256 3 54249
256 3 51734
256 3 53850
256 3 50160
256 3 52380
256 3 50702
256 3 52744
256 3 51099
256 3 50078
256 3 51385
256 3 50375
256 3 53101
256 3 50583
256 3 53876
256 3 50297
256 3 51548
256 3 50523
256 3 50894
256 3 74943
256 3 53702
256 3 51785
256 3 50311
256 3 55793
256 3 51041
256 4 37869
256 4 45649
256 4 37624
256 4 39586
256 4 39124
256 4 39841
256 4 37635
256 4 39402
256 4 39646
256 4 41783
256 4 37715
256 4 40394
256 4 38830
256 4 39789
256 4 40460
256 4 39589
256 4 40117
256 4 39153
256 4 37582
256 4 39490
256 4 37637
256 4 41402
256 4 37712
256 4 39471
256 4 37694
256 4 39894
256 4 40020
256 4 39848
256 4 37636
256 4 39424
512 1 1136413
512 1 1134454
512 1 1109379
512 1 2690890
512 1 3953381
512 1 3972492
512 1 3984974
512 1 3972185
512 1 3931209
512 1 4439390
512 1 2746179
512 1 1136694
512 1 1116377
512 1 1129531
512 1 1140438
512 1 1114811
512 1 1643834
512 1 4297469
512 1 3955721
512 1 3955742
512 1 3957542
512 1 3955241
512 1 3959507
512 1 3968992
512 1 3958175
512 1 3927945
512 1 3971093
512 1 3999442
512 1 4052913
512 1 3935461
512 2 1993571
512 2 2006233
512 2 979870
512 2 576650
512 2 575627
512 2 568872
512 2 572289
512 2 605404
512 2 569614
512 2 570286
512 2 572038
512 2 599109
512 2 578554
512 2 565426
512 2 576038
512 2 562503
512 2 569704
512 2 565945
512 2 561313
512 2 573021
512 2 569119
512 2 570125
512 2 565769
512 2 569556
512 2 576009
512 2 577414
512 2 573348
512 2 566051
512 2 624727
512 2 573607
512 3 410618
512 3 426425
512 3 416363
512 3 413660
512 3 411210
512 3 414921
512 3 414230
512 3 414614
512 3 409949
512 3 416793
512 3 419623
512 3 450898
512 3 415161
512 3 417140
512 3 406339
512 3 418296
512 3 415381
512 3 410337
512 3 410572
512 3 414573
512 3 440175
512 3 415012
512 3 417583
512 3 417067
512 3 415102
512 3 416659
512 3 422829
512 3 424567
512 3 421507
