512 3 425525
512 4 334773
512 4 353566
512 4 333519
512 4 328000
512 4 334605
512 4 338287
512 4 389832
512 4 356284
512 4 426470
512 4 338743
512 4 346642
512 4 364899
512 4 350932
512 4 342085
512 4 362637
512 4 375710
512 4 346234
512 4 350529
512 4 347838
512 4 345655
512 4 343551
512 4 352878
512 4 350041
512 4 348992
512 4 346146
512 4 354760
512 4 350505
512 4 350398
512 4 353660
512 4 348310
