8 399.949 6652.19 1256.57 238.063
16 2011.56 17996.1 647.619 445.468
32 13667.6 11703.1 1060.01 830.977
64 91824 57757.4 3505.43 3469.55
128 820254 430097 17384.3 13876.6
256 3.93476e+06 1.03741e+06 45778 73483.6
512 1.27496e+07 3.61303e+06 77822.2 102405
