32 2009.23 20.1075 2239.87 254.188 235.833 182.252 180.333 8.22733
64 8449.83 2010.78 3309.23 3008.14 368.9 62.1135 343.1 59.748
128 57857 35898.2 26450.8 18717.8 3674.37 2530.64 939.7 598.709
256 255061 581.563 38711.1 1049.08 1672.27 52.1069 2191.37 12.5631
512 1.21932e+06 5894.28 330361 4577.8 6461.6 101.041 8742.47 409.589
